,negative,positive,total
lookin,1,1,2
looking,72,32,104
lookout,1,1,2
looks,79,26,105
loompa,1,0,1
loon,1,1,2
looney,4,2,6
loony,2,3,5
loool,2,0,2
looong,0,1,1
looool,0,1,1
loop,3,1,4
loopholes,2,0,2
loose,10,4,14
loosely,2,0,2
loosing,1,2,3
loosley,1,0,1
loot,1,1,2
looted,1,0,1
looting,2,1,3
lord,8,5,13
lords,1,0,1
lordt,1,0,1
lordy,2,0,2
loretta,1,0,1
lorna,1,1,2
lose,38,18,56
loser,2,14,16
losers,4,10,14
loses,1,2,3
losing,13,17,30
loss,13,3,16
losser,0,1,1
losses,0,1,1
losss,1,0,1
lost,48,41,89
losted,1,0,1
lot,82,33,115
lots,10,7,17
lott,1,0,1
lotta,1,1,2
lotto,0,1,1
lou,1,0,1
loud,6,4,10
louder,2,4,6
loudly,1,0,1
loudmouth,0,1,1
louis,2,3,5
louise,1,0,1
louisiana,1,1,2
louisville,1,0,1
lounge,1,0,1
lousy,0,1,1
lov,1,0,1
love,251,75,326
loved,16,9,25
lovee,1,0,1
lovely,10,0,10
lover,4,0,4
lovers,1,1,2
loves,22,8,30
loving,16,3,19
low,33,23,56
lowcut,1,0,1
lower,19,9,28
lowering,1,0,1
lowest,7,2,9
lowkie,0,1,1
lowlands,0,1,1
lowlife,0,2,2
lowlifes,2,1,3
lowliness,0,1,1
lowness,1,0,1
lows,1,0,1
loyal,3,3,6
loyalists,1,0,1
lrt,2,0,2
lskar,1,0,1
lst,0,1,1
lsu,1,0,1
lt,35,13,48
ltr,2,0,2
lucerferian,0,1,1
lucho,2,0,2
lucifer,1,0,1
luck,15,6,21
lucked,0,1,1
luckily,1,1,2
lucky,11,5,16
lucrative,1,0,1
lucy,1,0,1
luddites,1,0,1
lugar,0,1,1
luigi,0,1,1
luka,1,0,1
luke,1,0,1
luminous,1,0,1
lump,1,5,6
lumpenprole,0,1,1
lunacy,1,2,3
lunatic,4,9,13
lunatics,1,3,4
lunch,5,1,6
lurch,1,0,1
lurking,0,1,1
lust,0,1,1
lusted,0,1,1
lutely,0,1,1
luv,1,2,3
luves,0,1,1
luxury,2,0,2
lvl,1,0,1
lvmpd,1,0,1
lw,1,0,1
lwhen,1,0,1
lyes,1,0,1
lyin,2,0,2
lying,58,65,123
lyingggg,1,0,1
lynch,1,2,3
lynched,1,1,2
lynching,0,2,2
lynchings,2,1,3
lynn,0,1,1
lynton,1,0,1
ma,4,2,6
maa,1,0,1
maaaad,0,1,1
maaayy,1,0,1
mac,5,7,12
machine,4,1,5
mack,2,0,2
macy,1,0,1
mad,16,11,27
madam,0,2,2
madcow,1,0,1
maddow,2,0,2
maddox,1,0,1
made,99,45,144
madigan,0,1,1
madison,1,0,1
madman,0,1,1
madness,1,1,2
mae,1,0,1
mafia,0,1,1
mag,2,0,2
maga,150,64,214
magas,0,1,1
magats,1,0,1
magazine,2,2,4
magazines,2,0,2
maggie,0,1,1
maggot,0,1,1
magic,4,0,4
magical,1,0,1
magically,1,0,1
magnet,1,0,1
magnificent,0,1,1
magnify,2,0,2
magnum,0,1,1
mags,2,0,2
magyar,0,1,1
mah,0,1,1
maher,3,0,3
maid,0,1,1
maiden,1,0,1
mail,4,0,4
mailbox,1,0,1
mailer,0,1,1
main,14,5,19
maine,1,0,1
mainers,1,0,1
mainland,1,0,1
mainly,2,2,4
mainstream,5,1,6
maintain,2,1,3
maintaining,1,0,1
maintenance,1,0,1
majerle,1,0,1
major,17,7,24
majorities,2,1,3
majority,32,15,47
majors,1,0,1
make,198,119,317
makeout,2,0,2
maker,1,1,2
makers,2,1,3
makes,70,38,108
makesouthafricagreatagain,1,0,1
makeup,3,0,3
makewise,0,1,1
making,70,36,106
mal,0,1,1
malaise,1,0,1
malam,2,0,2
malaria,1,0,1
malarkey,0,1,1
male,9,6,15
males,3,1,4
malfeasance,1,0,1
malfunction,0,1,1
malicious,1,0,1
malign,0,1,1
malignant,0,2,2
malloy,1,0,1
mama,2,1,3
mames,1,0,1
mami,1,0,1
man,155,105,260
manafort,4,2,6
manage,2,2,4
managed,1,0,1
management,4,2,6
manager,3,1,4
managers,1,0,1
manages,1,0,1
manchester,2,0,2
mandate,2,0,2
mandatory,4,0,4
mandy,2,1,3
mandys,0,1,1
mane,2,0,2
maneuver,0,1,1
manga,4,1,5
mangas,1,0,1
manger,1,0,1
mangina,0,1,1
mango,0,1,1
manhattan,1,1,2
manhood,1,0,1
maniac,0,1,1
manifestation,1,0,1
manifested,1,0,1
manifesto,3,1,4
manifort,0,1,1
manipulate,4,2,6
manipulated,2,1,3
manipulation,2,1,3
manipulations,1,0,1
manipulative,1,0,1
manipulator,0,1,1
manitoba,2,0,2
manly,1,1,2
mann,0,1,1
manner,3,1,4
mannered,1,0,1
mannerisms,1,0,1
manners,1,1,2
manny,2,0,2
mans,3,2,5
manship,0,1,1
mansion,3,0,3
mansions,1,0,1
mantis,1,0,1
mantra,2,1,3
manufactured,0,1,1
manufacturers,2,0,2
manufacturing,1,1,2
many,159,75,234
mao,0,2,2
maoist,0,1,1
map,5,0,5
maple,1,0,1
maps,3,0,3
marc,1,0,1
march,9,4,13
marches,2,2,4
marching,3,1,4
marco,2,0,2
marcus,0,1,1
marcy,0,1,1
margaret,2,0,2
margin,0,1,1
marginalizing,1,1,2
maria,1,1,2
maricopa,0,1,1
marie,3,0,3
marijuana,0,5,5
marin,1,0,1
marine,1,0,1
marines,2,0,2
mario,0,1,1
mariota,1,0,1
mark,17,6,23
marked,0,1,1
markedly,0,1,1
marker,0,1,1
markers,0,1,1
market,11,2,13
marketing,2,0,2
marketplace,3,0,3
markets,3,0,3
markey,1,0,1
marking,1,0,1
marks,1,0,1
marlow,0,1,1
marna,1,0,1
maroon,1,0,1
marooned,1,0,1
marr,1,0,1
marriage,5,2,7
married,6,5,11
marry,1,1,2
marrying,2,0,2
marsha,1,0,1
marshal,0,1,1
mart,0,1,1
martha,1,0,1
martial,1,0,1
martin,0,3,3
marvel,0,1,1
marvelous,1,0,1
marvollo,0,1,1
marxine,0,1,1
marxism,0,1,1
marxist,0,2,2
marxists,4,2,6
mary,5,0,5
maryland,4,0,4
masculinity,1,0,1
mask,3,1,4
masked,7,0,7
masks,5,5,10
mason,1,1,2
mass,21,20,41
massachussetts,1,0,1
massacred,2,1,3
masse,0,1,1
masses,2,2,4
massive,5,3,8
massively,1,0,1
master,10,1,11
masterbate,0,1,1
mastercard,1,0,1
mastered,1,0,1
mastermind,2,2,4
masterpiece,0,1,1
masters,1,1,2
masturbate,0,1,1
masturbation,0,2,2
mata,0,1,1
match,9,9,18
matches,4,2,6
matching,1,1,2
mate,6,2,8
mater,4,0,4
material,4,0,4
mates,2,0,2
matey,1,0,1
math,4,3,7
mathematical,1,0,1
mathematics,1,0,1
matrix,0,1,1
mats,1,0,1
matt,3,1,4
matter,55,32,87
mattered,1,1,2
mattering,0,1,1
matters,7,7,14
matthew,1,1,2
mattress,1,0,1
maturerity,1,0,1
maulis,1,0,1
mauser,0,1,1
maverick,1,0,1
max,4,3,7
maxi,2,0,2
maxime,3,0,3
maximum,2,0,2
maxine,14,6,20
may,81,33,114
maybach,0,1,1
maybe,99,58,157
mayhem,2,0,2
mayor,12,5,17
mayoral,2,0,2
mayweather,0,1,1
mazie,0,1,1
mazzie,1,0,1
mazzone,1,0,1
mbappe,1,0,1
mbasses,0,1,1
mc,1,0,1
mcbuckets,1,0,1
mccabe,2,0,2
mccain,4,2,6
mccarthy,1,0,1
mccarthyism,2,0,2
mccartney,0,2,2
mccaskill,1,0,1
mccleod,1,0,1
mcconnell,4,1,5
mcdaniel,0,1,1
mcdermott,4,0,4
mcdonald,1,1,2
mcdonalds,1,1,2
mcenroe,2,2,4
mcfartney,0,1,1
mcginnis,1,0,1
mcinnes,0,1,1
mckenna,1,0,1
mcnaughton,1,0,1
mcquaid,1,0,1
mcraven,1,0,1
mcsally,1,0,1
mctomminay,1,0,1
mcvays,0,1,1
md,0,1,1
me,433,231,664
meal,5,1,6
meals,2,0,2
mean,87,52,139
meaning,10,2,12
meaningful,2,0,2
meaningfully,1,0,1
meaningless,1,0,1
means,43,42,85
meansful,0,1,1
meant,17,9,26
meanwhile,4,3,7
measurable,0,1,1
measure,3,2,5
measurements,0,1,1
measures,13,3,16
meat,3,0,3
mechanical,2,0,2
mechanics,0,1,1
medalist,2,0,2
meddle,0,1,1
meddling,2,1,3
medi,0,1,1
media,68,37,105
mediation,1,0,1
medical,8,3,11
medically,2,1,3
medicare,4,6,10
medicating,1,0,1
medication,1,0,1
medications,1,0,1
medicine,2,0,2
medicines,1,0,1
mediocre,0,1,1
meditation,2,0,2
mediterranean,0,1,1
medium,0,1,1
meds,1,1,2
meee,1,0,1
meeeeeeee,1,0,1
meet,14,3,17
meeting,16,1,17
meetings,3,1,4
meets,1,0,1
mega,3,0,3
meghan,4,0,4
megumi,0,1,1
megy,1,0,1
megyn,1,0,1
meh,1,1,2
mehn,2,0,2
mei,1,0,1
mein,3,0,3
mel,1,0,1
melancholic,1,0,1
melania,3,1,4
melanie,1,0,1
melber,1,0,1
melbourne,1,0,1
melissa,2,1,3
melkor,1,0,1
melkshams,1,0,1
melt,2,1,3
meltdown,3,1,4
melting,4,0,4
membbbqers,1,0,1
member,25,10,35
members,23,15,38
membership,4,0,4
meme,13,4,17
memeber,1,0,1
memeing,1,0,1
memelord,1,0,1
memes,1,2,3
memoir,1,0,1
memorable,1,0,1
memorial,1,0,1
memories,1,0,1
memorize,1,0,1
memory,5,6,11
men,26,51,77
menace,1,1,2
menaces,1,0,1
menance,0,1,1
menapausal,0,1,1
mendes,1,0,1
menendez,1,0,1
menifee,1,0,1
menopausal,1,0,1
mens,1,0,1
mensch,1,0,1
mental,19,22,41
mentality,1,1,2
mentally,10,17,27
mention,18,5,23
mentioned,7,4,11
mentions,2,1,3
mentor,3,0,3
menu,0,1,1
meow,1,0,1
mep,2,0,2
meps,0,1,1
merch,0,4,4
merchandise,1,1,2
merci,1,0,1
mercifully,1,0,1
merck,0,1,1
mercury,1,0,1
mercy,1,1,2
mere,1,0,1
merely,5,1,6
merged,1,0,1
mergitur,1,0,1
meritorious,1,0,1
merits,1,1,2
merkel,2,0,2
merrick,0,2,2
merrill,1,0,1
merry,1,0,1
mesel,1,0,1
mess,7,12,19
message,18,6,24
messaged,1,0,1
messages,3,2,5
messed,4,3,7
messenger,0,2,2
messengers,0,1,1
messi,0,1,1
messiah,1,2,3
messiness,1,0,1
messsssss,0,1,1
met,18,6,24
meta,0,1,1
metal,3,1,4
metallic,1,0,1
metaphor,0,1,1
meteric,1,0,1
meth,1,2,3
methinks,1,0,1
method,4,1,5
methodical,1,0,1
methods,3,0,3
metis,1,0,1
metoo,4,4,8
metrics,1,0,1
mets,2,0,2
meuller,1,0,1
mews,1,0,1
mexican,1,3,4
mexicans,1,1,2
mexico,9,6,15
mf,1,1,2
mfs,1,2,3
mgk,1,2,3
mgm,2,0,2
mi,0,2,2
mia,1,0,1
mibr,1,0,1
mic,0,2,2
michael,11,7,18
micheal,2,0,2
micheladas,0,1,1
michelle,3,1,4
michigan,0,3,3
mickie,1,0,1
micro,0,1,1
microphone,1,0,1
microscopic,0,1,1
mid,7,3,10
midas,1,0,1
middle,17,8,25
middleton,2,0,2
midfield,2,0,2
midfielder,0,1,1
midget,2,0,2
midnight,0,1,1
midrand,1,0,1
midriff,0,1,1
midterm,4,1,5
midterms,7,8,15
midwest,3,0,3
mierdas,1,0,1
might,51,22,73
mightier,1,0,1
mighty,7,0,7
migraine,2,0,2
migrant,3,0,3
migrants,5,0,5
migration,3,0,3
mike,6,3,9
mil,2,0,2
milano,0,1,1
mild,2,0,2
mile,3,1,4
mileage,0,1,1
miles,2,0,2
milestone,1,0,1
miley,1,0,1
milf,1,0,1
milford,1,0,1
militant,3,1,4
military,23,12,35
militia,1,0,1
milk,10,1,11
millenium,0,1,1
millennials,1,2,3
millennium,1,2,3
miller,3,1,4
millfield,1,0,1
million,40,15,55
millionaire,3,3,6
millionaires,4,2,6
millions,19,11,30
millionth,1,0,1
milo,2,1,3
milquetoast,1,0,1
min,3,5,8
mincing,0,1,1
mind,46,32,78
minded,5,1,6
minding,0,1,1
mindless,1,1,2
mindmill,0,1,1
minds,11,11,22
mindset,2,2,4
mine,15,8,23
minecraft,1,0,1
mines,2,0,2
mineta,1,0,1
mingling,1,0,1
minh,1,0,1
mini,3,1,4
minimum,6,1,7
minion,1,0,1
minions,5,4,9
minister,5,1,6
ministers,1,0,1
minnesota,0,2,2
minor,2,2,4
minorities,13,3,16
minority,7,3,10
minors,1,1,2
mins,0,1,1
minsan,1,0,1
minstrel,2,1,3
minuets,1,0,1
minus,0,4,4
minute,13,9,22
minutes,15,2,17
miracle,3,0,3
miraculously,1,0,1
mirage,1,0,1
mire,1,0,1
miriam,0,1,1
mirror,5,4,9
mirrors,1,0,1
misandry,0,1,1
misanthropy,1,0,1
misappropriated,1,0,1
miscarriage,1,0,1
miscast,1,0,1
misconduct,5,3,8
misconstrued,1,0,1
miscreant,0,1,1
misdemeanors,0,1,1
misdirection,1,1,2
misdrawed,1,0,1
miserable,0,3,3
miserably,1,2,3
misery,1,2,3
misfits,1,0,1
misguided,1,1,2
misha,1,0,1
misinformation,1,1,2
misinformed,0,1,1
misinterpret,0,1,1
misinterpreted,1,0,1
misinterpreting,1,0,1
misleading,2,3,5
misled,2,0,2
misogynist,0,1,1
misogynistic,0,2,2
misogyny,2,2,4
misplaced,1,0,1
misread,1,0,1
misremembering,1,0,1
misrepresenting,0,1,1
miss,24,16,40
missed,16,6,22
misses,2,1,3
missile,1,1,2
missing,11,8,19
mission,7,2,9
missions,0,1,1
missles,0,1,1
missoula,1,0,1
missouri,2,0,2
misspelled,0,1,1
missus,0,1,1
missy,2,0,2
mista,1,0,1
mistake,9,6,15
mistaken,3,1,4
mistakenly,0,1,1
mistakes,1,0,1
mister,1,0,1
mistreated,1,0,1
mistreating,0,2,2
mistreatment,0,1,1
mistress,0,1,1
misunderstood,1,0,1
misuse,1,0,1
mitch,3,0,3
mitchell,0,1,1
mite,1,0,1
mitigating,1,0,1
miu,1,0,1
mix,5,2,7
mixed,3,1,4
mixes,0,1,1
mixing,1,0,1
mj,2,0,2
mk,1,0,1
mlb,1,0,1
mlm,0,1,1
mm,4,8,12
mma,1,0,1
mmm,0,1,1
mmmhm,0,1,1
mmmmmm,1,0,1
mmt,3,0,3
mmz,1,0,1
mn,3,2,5
mnuchin,0,1,1
mo,1,0,1
moan,0,1,1
moaning,0,2,2
mob,7,2,9
mobile,0,1,1
mobilize,0,2,2
mobilized,0,1,1
mobilizes,1,0,1
mobilizing,1,0,1
mobs,4,3,7
mock,2,5,7
mocked,1,2,3
mockery,0,1,1
mocking,2,3,5
mocks,1,0,1
mod,3,0,3
mode,2,1,3
model,14,5,19
modeled,1,0,1
modelling,1,0,1
models,1,2,3
moderate,5,3,8
moderately,1,0,1
moderates,2,2,4
moderating,1,0,1
moderation,1,0,1
modern,18,4,22
modernity,0,1,1
modest,2,0,2
modi,1,2,3
modified,1,0,1
moe,1,2,3
mof,1,0,1
moffats,1,0,1
mogg,2,0,2
moira,0,1,1
mold,3,0,3
molehill,1,0,1
molest,0,2,2
molestation,0,1,1
molested,0,2,2
molester,0,1,1
molestors,0,1,1
molina,1,0,1
mollie,1,0,1
molly,0,1,1
moly,1,0,1
mom,24,10,34
moment,24,13,37
moments,4,0,4
momentum,1,0,1
momma,1,1,2
mommie,1,0,1
mommies,1,0,1
mommy,3,3,6
mon,3,3,6
mona,1,0,1
monahan,0,1,1
monday,11,4,15
mondays,1,0,1
mondy,1,0,1
money,130,63,193
moneybags,1,0,1
monger,1,0,1
mongering,1,3,4
mongers,1,0,1
mongoose,1,0,1
monica,1,1,2
moniker,1,1,2
monique,1,0,1
monitoring,0,1,1
monkey,1,3,4
monkeying,1,0,1
monkeys,1,2,3
monolithic,1,0,1
monologue,0,1,1
monologues,1,0,1
monopoles,1,0,1
monopolies,1,0,1
monopoly,4,1,5
monsta,1,0,1
monster,2,9,11
monsters,0,1,1
montana,1,0,1
monte,1,1,2
montel,2,2,4
month,8,3,11
monthly,1,0,1
months,23,6,29
monuments,2,1,3
moochelle,1,0,1
mood,4,2,6
moon,3,0,3
moonbeam,2,0,2
moonves,0,1,1
moore,20,7,27
mooslim,1,0,1
mooslims,2,0,2
mope,1,0,1
moral,12,6,18
morality,2,3,5
morally,3,0,3
morals,6,7,13
more,399,202,601
moreso,1,0,1
morn,2,0,2
morneau,1,0,1
morning,15,5,20
moron,2,13,15
morons,1,11,12
morphe,1,1,2
morphed,1,0,1
morrison,1,0,1
morrow,1,0,1
morrows,1,0,1
mortgages,0,1,1
mos,0,1,1
moscow,2,0,2
moses,1,0,1
mosotho,2,0,2
mosque,1,0,1
moss,1,0,1
mossad,1,0,1
most,158,107,265
mostly,12,7,19
mother,15,12,27
motherfucker,1,0,1
motherfuckers,0,1,1
mothers,0,2,2
mothersful,0,1,1
motion,1,0,1
motions,2,0,2
motivate,2,0,2
motivated,4,0,4
motivates,1,0,1
motivating,0,1,1
motivation,2,0,2
motivations,1,0,1
motive,1,0,1
motives,1,4,5
motto,4,0,4
mount,1,0,1
mountain,4,0,4
mountains,1,0,1
mounties,0,1,1
mourning,1,0,1
mouse,2,0,2
moustache,1,0,1
mouth,14,22,36
mouthed,1,0,1
mouthpiece,0,1,1
mouthpieces,0,1,1
mouths,2,1,3
move,24,26,50
moved,8,3,11
movement,27,15,42
movements,1,0,1
moves,2,2,4
moveset,1,0,1
movie,12,5,17
moviepass,1,0,1
movies,7,6,13
moving,16,5,21
mp,9,3,12
mps,5,2,7
mr,31,15,46
mrs,7,0,7
ms,7,15,22
msd,1,0,1
msg,1,0,1
msm,20,11,31
msmedia,0,1,1
msn,1,0,1
msnbc,1,2,3
msp,1,0,1
msuthu,1,0,1
much,190,92,282
muck,0,2,2
muckspreader,1,0,1
mud,3,3,6
mueller,10,11,21
muffins,1,0,1
mug,1,1,2
muggin,0,1,1
mugs,1,0,1
mukalla,1,0,1
mukga,0,1,1
mulford,0,1,1
mullah,0,1,1
mulller,0,1,1
mulroney,1,1,2
multi,6,1,7
multibillion,1,0,1
multicultural,0,1,1
multimillion,1,0,1
multiple,10,1,11
multiplied,1,0,1
multiplying,0,1,1
multiversity,1,0,1
mum,2,1,3
mumbai,0,1,1
mumbles,1,0,1
mumbling,1,1,2
mumbojumbo,1,0,1
mummy,0,1,1
mumtaj,0,1,1
municipal,1,0,1
municipalities,1,0,1
muntu,1,0,1
muppet,0,1,1
murda,0,1,1
murder,18,18,36
murdered,10,10,20
murderer,2,4,6
murderers,2,1,3
murdering,1,1,2
murders,7,5,12
murdersers,0,1,1
murdoch,1,0,1
murdock,1,0,1
mure,1,0,1
murkowski,2,0,2
murples,1,0,1
musburger,1,0,1
muscle,1,2,3
muscles,1,0,1
museum,4,0,4
mushroom,0,2,2
mushrooms,0,1,1
music,8,9,17
musica,2,0,2
muslim,13,13,26
muslims,7,6,13
mussolini,1,1,2
must,95,44,139
mustache,1,0,1
mutated,1,0,1
mute,3,2,5
muted,1,3,4
muttafuttah,0,1,1
mutts,0,1,1
mutual,2,1,3
mutuals,1,0,1
muzzie,0,1,1
muzzle,1,1,2
mvp,4,0,4
mxm,0,1,1
my,501,256,757
myanmar,1,0,1
myers,0,1,1
myki,0,1,1
myriad,0,1,1
myrtle,1,0,1
myself,25,9,34
mysterious,2,0,2
myth,1,3,4
mythical,0,1,1
myths,0,1,1
myy,1,0,1
myyy,0,1,1
na,6,3,9
naaa,0,1,1
nachos,0,1,1
nafta,3,2,5
nah,6,4,10
naheru,1,0,1
nahhh,1,0,1
nahin,1,0,1
nail,1,5,6
nailed,2,1,3
nails,4,0,4
naive,6,1,7
nak,1,0,1
naked,1,2,3
nam,1,0,1
name,59,41,100
named,4,2,6
names,27,5,32
naming,0,3,3
namjoon,1,0,1
nan,1,0,1
nana,1,0,1
nancy,6,1,7
nanos,1,0,1
nansbabh,0,1,1
nao,1,0,1
naomi,1,1,2
nap,3,0,3
narative,1,0,1
narcissism,0,1,1
narcissist,0,8,8
narcissistic,3,1,4
narrative,9,9,18
narratives,2,0,2
narrator,1,0,1
narrow,0,2,2
naruto,1,0,1
nas,0,2,2
nasa,1,0,1
nascar,1,0,1
nash,0,1,1
nasks,1,0,1
nassar,1,0,1
nasty,0,7,7
natalie,1,0,1
natfednews,1,0,1
nation,36,14,50
national,18,9,27
nationalised,2,0,2
nationalism,2,2,4
nationalist,1,3,4
nationalists,3,1,4
nationality,2,0,2
nationalization,0,1,1
nationalized,1,0,1
nationally,4,0,4
nations,2,3,5
nationwide,2,1,3
native,3,5,8
natives,2,0,2
nats,1,0,1
natural,4,2,6
naturalisation,1,0,1
naturally,5,1,6
nature,2,2,4
natzi,0,1,1
nauseated,1,0,1
nauseous,1,0,1
naval,1,0,1
naw,1,1,2
naxal,1,0,1
naxine,1,0,1
nay,0,1,1
nazi,19,29,48
naziism,0,1,1
nazis,31,20,51
nazism,1,0,1
nba,1,1,2
nbc,2,1,3
nbd,0,1,1
nc,5,1,6
ncaa,2,0,2
nd,37,13,50
ndp,19,4,23
ndu,1,0,1
ne,1,0,1
neanderthals,1,0,1
near,8,4,12
nearly,6,6,12
neat,0,1,1
nebraska,0,2,2
nec,1,0,1
neccessarily,1,0,1
neccessary,0,1,1
necessarily,0,1,1
necessary,4,2,6
neck,3,2,5
necrophiliac,0,1,1
necular,0,1,1
nedia,1,0,1
need,238,123,361
needa,0,1,1
needed,19,4,23
needful,1,0,1
needing,2,0,2
needless,1,0,1
needlessly,1,0,1
needn,1,0,1
needs,93,57,150
needy,1,0,1
nefarious,1,1,2
neg,1,0,1
negarrrr,0,1,1
negatif,1,0,1
negative,10,7,17
negatively,0,1,1
negligence,0,1,1
negotiate,2,0,2
negotiating,4,1,5
negotiation,2,0,2
negotiations,4,1,5
negotiator,1,0,1
negroes,0,2,2
nehru,1,0,1
neighbor,1,0,1
neighborhood,1,0,1
neighborhoods,4,1,5
neighboring,1,0,1
neighbors,1,2,3
neighbourhoods,0,1,1
neill,1,0,1
neither,18,10,28
nellie,0,1,1
nelson,3,0,3
nemzet,0,1,1
neo,6,9,15
neocon,1,3,4
neoliberal,1,0,1
neoliberals,1,0,1
neonazis,0,2,2
nephew,1,0,1
neptune,1,0,1
nerd,0,2,2
nerfed,1,0,1
nero,1,0,1
nerve,2,6,8
nerves,1,1,2
nervous,1,0,1
nesn,1,0,1
nessasary,1,0,1
nestl,1,0,1
net,3,1,4
netflix,2,2,4
network,4,6,10
networks,1,0,1
neurorealist,1,0,1
neutered,1,0,1
neutral,5,0,5
neutrality,1,0,1
nevada,2,0,2
never,232,129,361
neverland,1,0,1
neverthelesssss,1,0,1
nevertrump,1,0,1
nevertrumpers,1,0,1
nevinbruce,1,0,1
new,152,28,180
newer,1,0,1
newest,1,1,2
newfound,1,0,1
newly,1,0,1
newman,1,1,2
news,77,44,121
newsletters,1,0,1
newsman,1,0,1
newspaper,1,1,2
newspeak,1,0,1
newsroom,1,0,1
newsweek,1,2,3
newsworthy,0,1,1
newtonian,1,0,1
newyork,1,0,1
next,84,33,117
neymar,1,0,1
nezha,0,1,1
nfl,32,18,50
nfw,0,1,1
ng,2,0,2
ngl,1,0,1
nguni,2,0,2
nh,0,2,2
nhs,5,2,7
ni,1,0,1
nibbling,1,0,1
nic,1,0,1
nicas,1,0,1
nicco,1,0,1
nice,42,12,54
nicely,3,0,3
nicer,0,1,1
niche,1,0,1
nichts,1,0,1
nick,2,1,3
nickelodeon,1,0,1
nicki,1,3,4
nicking,1,0,1
nickname,0,1,1
nicky,1,0,1
nics,1,0,1
nidus,0,1,1
niece,1,0,1
niedersachsen,1,0,1
nificient,1,0,1
nigerian,0,1,1
nigga,5,27,32
niggaaahhhh,1,0,1
niggah,1,0,1
niggas,3,15,18
niggaz,0,1,1
nigger,1,3,4
niggers,1,0,1
night,32,15,47
nightmare,1,5,6
nightmares,1,0,1
nights,1,1,2
nik,1,0,1
nike,19,4,23
niki,0,1,1
nikki,3,0,3
niko,1,0,1
nile,1,0,1
nina,4,0,4
nine,2,1,3
niners,0,1,1
ning,1,0,1
ninja,2,2,4
nintendo,2,1,3
nipigon,1,0,1
nips,1,0,1
nitwit,0,1,1
nixon,3,2,5
nj,5,0,5
nk,1,1,2
nly,2,0,2
nme,1,0,1
nnor,0,1,1
no,542,334,876
nob,1,0,1
nobama,1,0,1
nobel,2,0,2
noble,0,1,1
nobodies,1,0,1
nobody,19,23,42
nod,1,0,1
nods,0,1,1
noes,0,1,1
noise,1,0,1
nola,1,0,1
nom,2,0,2
nomics,1,0,1
nominated,2,4,6
nominatin,0,1,1
nominating,1,1,2
nomination,12,3,15
nominee,8,5,13
nominees,2,1,3
nomnom,1,0,1
non,29,14,43
noncreditable,0,1,1
none,27,8,35
nono,1,0,1
nonono,0,1,1
nonpresidential,0,1,1
nonprofits,1,1,2
nonsense,13,14,27
nonsensical,2,0,2
noo,0,1,1
noodles,1,0,1
nooo,1,0,1
nooooo,0,1,1
noooooooo,0,1,1
nooooos,1,0,1
nooses,1,1,2
nope,11,5,16
nor,10,9,19
norm,5,3,8
normal,15,6,21
normality,1,0,1
normalized,0,1,1
normalizing,1,0,1
normally,1,1,2
norman,1,1,2
normie,1,0,1
norms,0,1,1
north,12,4,16
northern,2,1,3
northwestern,0,1,1
nose,3,7,10
nosedive,1,0,1
noses,3,0,3
nostalgia,0,1,1
not,1931,1031,2962
notable,1,0,1
notably,1,0,1
notch,1,0,1
note,11,1,12
notebook,1,0,1
noted,2,0,2
notes,2,1,3
nothing,117,106,223
nothingburger,1,0,1
notice,15,4,19
noticed,9,5,14
notices,1,0,1
noticing,2,0,2
notificed,1,0,1
notified,2,0,2
noting,3,0,3
notion,3,0,3
notions,0,1,1
notong,1,0,1
notorious,1,1,2
notoriously,1,0,1
nou,2,0,2
noun,1,0,1
nov,8,3,11
nova,1,1,2
nove,1,0,1
novel,1,0,1
novels,2,0,2
november,22,9,31
novemeber,1,0,1
novice,1,0,1
now,387,178,565
nowadays,3,0,3
nowhere,3,3,6
nowheresland,1,0,1
npa,1,0,1
npr,0,1,1
nra,58,31,89
ns,0,1,1
nsa,2,2,4
nsl,1,0,1
nsmbu,1,0,1
ntknetwork,1,1,2
nu,1,0,1
nuance,2,0,2
nuanced,1,0,1
nuances,2,0,2
nubes,1,0,1
nuclear,2,3,5
nude,0,1,1
nuetral,0,1,1
nuff,1,0,1
nuggets,1,0,1
nuisances,0,1,1
nuke,1,0,1
nuked,0,1,1
nukes,2,1,3
nullifies,1,0,1
number,22,7,29
numbered,0,1,1
numbers,21,9,30
numerous,3,2,5
nuncio,1,0,1
nunes,5,2,7
nunez,1,0,1
nuns,1,0,1
nuremberg,1,0,1
nurse,1,1,2
nurses,0,1,1
nut,10,10,20
nutbags,1,0,1
nutbar,1,0,1
nutcases,0,2,2
nutjob,0,2,2
nutjobs,0,2,2
nutrition,1,0,1
nuts,8,16,24
nutted,1,0,1
nutty,1,2,3
nv,1,0,1
nvestigated,1,0,1
nvm,1,2,3
nwo,2,2,4
nwot,1,0,1
ny,6,4,10
nyc,4,1,5
nye,1,0,1
nyjer,1,0,1
nymphet,1,0,1
nyt,3,1,4
nytimes,1,0,1
oak,0,1,1
oakland,1,1,2
oakwood,1,0,1
oasis,1,0,1
oath,13,5,18
oatmeal,1,0,1
oba,0,1,1
obama,69,67,136
obamacare,2,0,2
obamas,4,1,5
obese,0,2,2
obesity,1,1,2
obey,6,4,10
obfuscate,0,1,1
object,1,1,2
objective,4,0,4
objectively,0,1,1
objects,3,0,3
obligated,1,0,1
oblige,2,0,2
obliged,1,0,1
