,negative,positive,total
far,23,3,26
farakans,0,0,0
farce,1,0,1
farm,1,0,1
farms,1,0,1
farrakahn,1,0,1
farrakhan,4,0,4
fart,2,0,2
farwell,0,0,0
fascism,3,2,5
fascist,17,6,23
fascists,3,3,6
fashion,1,0,1
fashionable,0,0,0
fashioned,0,0,0
fashy,1,0,1
fast,8,0,8
fastest,0,0,0
fat,13,1,14
fatally,0,1,1
fate,1,0,1
father,11,0,11
fathers,0,1,1
fatties,0,0,0
fatty,1,0,1
fault,12,1,13
faulted,1,0,1
faulty,1,0,1
faux,0,0,0
favor,2,1,3
favorite,5,0,5
favorites,0,0,0
favourite,0,0,0
fawning,2,0,2
fawningly,0,1,1
fb,2,0,2
fbi,10,3,13
fbs,0,1,1
fck,1,0,1
fear,6,2,8
fearful,0,1,1
fearing,0,0,0
fearless,1,0,1
fears,0,0,0
february,0,0,0
fecal,1,0,1
feckers,0,0,0
fecking,1,0,1
fed,2,2,4
federal,3,1,4
feeble,1,0,1
feed,4,1,5
feedback,1,0,1
feeder,1,0,1
feeders,0,0,0
feeding,1,0,1
feeds,0,1,1
feel,16,4,20
feeling,8,0,8
feelings,4,0,4
feels,2,0,2
fees,1,1,2
feet,3,1,4
feign,0,1,1
feinstein,5,1,6
feinstinkle,1,0,1
felicia,1,0,1
fell,0,0,0
fellow,1,1,2
felon,1,0,1
felons,2,0,2
felony,0,0,0
felt,3,1,4
fema,2,0,2
female,4,2,6
femanazis,0,0,0
feminazi,1,0,1
feminazis,0,0,0
feminism,1,0,1
feminist,1,0,1
feminists,0,0,0
fence,1,0,1
fend,0,0,0
fer,0,0,0
ferguson,0,0,0
ferrari,0,0,0
few,9,1,10
fewer,0,0,0
ff,0,0,0
ffl,0,0,0
ffs,1,1,2
fiberals,1,0,1
field,2,2,4
fielding,0,0,0
fierce,1,0,1
fifth,0,1,1
fig,1,0,1
fight,10,5,15
fighter,0,0,0
fighting,6,1,7
figure,4,1,5
figured,1,0,1
figures,2,0,2
file,0,0,0
filed,1,0,1
fill,2,0,2
filled,4,0,4
film,1,0,1
films,0,1,1
filth,0,0,0
filthy,2,0,2
final,3,0,3
finally,8,0,8
finance,1,0,1
financed,0,0,0
finances,0,0,0
financials,1,0,1
find,15,5,20
finding,1,0,1
finds,1,0,1
fine,6,3,9
fined,3,0,3
finest,2,0,2
finestine,1,0,1
finger,1,1,2
fingertips,1,0,1
finish,0,0,0
finished,1,1,2
fink,0,0,0
finna,1,0,1
fire,10,0,10
firearm,0,0,0
firearms,2,0,2
fireball,1,0,1
firebombing,1,0,1
fired,9,0,9
firing,0,0,0
firm,1,0,1
firs,1,0,1
first,30,8,38
fisa,0,0,0
fish,1,0,1
fisheries,0,0,0
fishermen,0,0,0
fist,1,0,1
fit,6,4,10
fits,2,0,2
fitted,0,0,0
fitting,0,0,0
five,1,0,1
fix,4,1,5
fixed,1,0,1
fixing,1,0,1
fjshdhjs,0,0,0
fk,1,0,1
fkn,1,0,1
fl,2,0,2
flabby,1,0,1
flag,2,2,4
flags,1,2,3
flake,7,0,7
flakey,1,0,1
flaky,1,0,1
flame,1,0,1
flames,0,0,0
flaming,1,0,1
flanking,1,0,1
flashes,1,0,1
flashing,2,0,2
flat,1,0,1
flawed,2,0,2
flaws,0,0,0
fleas,1,0,1
fled,0,1,1
fleeted,0,0,0
flick,2,0,2
flies,1,0,1
flint,1,0,1
flip,2,0,2
flirting,1,0,1
floatin,0,0,0
flock,1,0,1
flooded,0,0,0
floor,2,0,2
florence,1,0,1
florida,1,1,2
floris,1,0,1
floss,1,0,1
flotus,0,1,1
fluffs,1,0,1
fluffy,1,0,1
flush,1,0,1
flushes,0,0,0
flushing,1,0,1
flynn,1,0,1
focus,1,0,1
focused,1,0,1
focusing,1,1,2
fodder,1,0,1
foh,1,0,1
fold,1,0,1
folk,0,0,0
folks,8,0,8
follow,14,3,17
followed,2,0,2
follower,1,1,2
followers,2,1,3
following,4,2,6
follows,1,0,1
folly,1,0,1
fond,1,0,1
fonda,2,1,3
fondly,0,0,0
food,2,0,2
foodie,0,1,1
fool,24,2,26
fooled,1,0,1
fooling,1,0,1
foolish,2,0,2
foolishly,0,1,1
foolishness,1,0,1
fooln,1,0,1
fools,2,2,4
foot,4,0,4
football,5,1,6
footing,1,0,1
footsteps,1,1,2
for,436,82,518
forbid,1,0,1
force,2,2,4
forced,2,2,4
forces,1,1,2
forcing,1,0,1
ford,11,1,12
fords,1,0,1
forefathers,1,0,1
forehead,0,0,0
foreign,4,0,4
foresight,1,0,1
forever,3,0,3
forget,12,3,15
forgetting,1,0,1
forging,0,1,1
forgive,2,0,2
forgiving,0,0,0
forgot,8,0,8
forgotten,2,0,2
form,4,1,5
formally,1,0,1
formed,0,0,0
former,6,2,8
fornicate,0,1,1
forosity,0,0,0
forsaken,0,0,0
fort,3,0,3
fortitude,1,0,1
fortnite,2,0,2
fortunate,1,0,1
fortunately,0,1,1
fortunes,0,0,0
forward,2,1,3
fought,0,2,2
foul,2,1,3
found,10,1,11
founders,0,1,1
founding,0,1,1
four,2,1,3
foward,0,0,0
fox,3,4,7
fr,0,0,0
fraction,0,1,1
framework,0,0,0
framing,0,0,0
france,0,0,0
franchise,1,0,1
francis,2,1,3
francoism,1,0,1
franken,1,0,1
frankly,0,1,1
fraud,13,2,15
frauds,1,0,1
fraudulent,1,1,2
freak,2,0,2
freaked,0,0,0
freakin,1,0,1
freaking,3,0,3
freaks,0,0,0
free,16,2,18
freedom,4,1,5
freedoms,0,0,0
freely,0,0,0
freeze,1,0,1
french,0,1,1
frenkenstien,1,0,1
frenzy,0,0,0
frequent,1,0,1
fresh,1,0,1
freshman,1,0,1
freshmen,0,0,0
fricking,1,1,2
friday,1,0,1
fridge,0,1,1
friend,10,1,11
friends,12,2,14
friggen,1,1,2
frightened,0,0,0
frightening,0,0,0
friken,1,0,1
fringe,1,0,1
fringes,0,0,0
frogs,1,0,1
from,125,36,161
front,1,1,2
frontline,1,0,1
frothing,0,1,1
frozen,1,0,1
fruitcake,1,0,1
fruitful,1,0,1
fruits,1,0,1
frustration,1,0,1
fsu,0,2,2
fu,0,0,0
fubar,2,0,2
fuck,103,6,109
fuckass,1,0,1
fuckbucket,1,0,1
fucked,15,3,18
fucken,4,0,4
fucker,6,0,6
fuckers,0,0,0
fuckidng,1,0,1
fuckig,1,0,1
fuckin,3,0,3
fucking,60,10,70
fuckingclass,1,0,1
fuckkk,1,0,1
fuckoff,1,0,1
fucks,2,0,2
fucktards,1,0,1
fuckwits,0,1,1
fudge,0,0,0
fuel,1,0,1
fueling,0,1,1
fuk,1,0,1
fuken,1,0,1
fukn,1,0,1
full,21,1,22
fullest,1,0,1
fully,4,0,4
fun,6,2,8
fund,4,2,6
fundamentally,0,0,0
funded,4,1,5
funding,1,1,2
funds,2,0,2
funeral,1,0,1
funniest,1,0,1
funny,22,3,25
fur,1,0,1
furious,4,0,4
furniture,1,0,1
furries,1,0,1
further,6,0,6
furthers,0,1,1
fusion,0,1,1
fuss,1,0,1
future,2,1,3
fuuckkkk,1,0,1
fuuun,1,0,1
fvkk,1,0,1
fyi,0,1,1
gadarenes,1,0,1
gaff,0,0,0
gag,0,0,0
gaga,1,0,1
gain,3,0,3
gaining,1,0,1
gal,2,0,2
gale,1,0,1
gallery,1,0,1
gallivanting,1,0,1
gambled,0,0,0
game,11,3,14
games,4,1,5
gang,0,1,1
gangs,0,0,0
gangsta,0,0,0
garbage,13,2,15
garland,2,0,2
gary,0,0,0
gas,1,0,1
gases,0,0,0
gaslighting,1,0,1
gassed,1,0,1
gasses,1,0,1
gated,0,0,0
gathering,0,0,0
gatlin,0,0,0
gauge,1,1,2
gave,11,1,12
gavin,1,0,1
gawd,0,0,0
gay,8,0,8
gayer,1,0,1
gays,1,0,1
gd,1,0,1
gdp,1,0,1
ge,1,0,1
gee,0,1,1
geeezzz,1,0,1
geeta,1,0,1
gem,1,0,1
gems,1,0,1
gen,1,1,2
gender,1,0,1
genders,1,0,1
general,4,0,4
generalizations,0,0,0
generally,0,1,1
generate,1,0,1
generation,2,0,2
generations,1,0,1
genitalia,1,0,1
genius,3,0,3
geno,0,0,0
genocide,1,0,1
genuine,1,0,1
genuinely,0,1,1
george,4,1,5
germanistan,0,0,0
germans,0,0,0
germany,0,1,1
germs,1,0,1
gerrymandering,0,1,1
gestapo,0,0,0
gesture,1,0,1
get,131,18,149
geter,1,0,1
gets,17,3,20
gettimg,1,0,1
getting,28,8,36
gf,1,0,1
gfy,0,0,0
gggrrr,0,0,0
ghetto,0,0,0
ghettos,0,0,0
giant,0,1,1
gif,1,0,1
gift,1,0,1
gifted,0,1,1
giles,1,0,1
gilliam,1,0,1
gillibrand,1,0,1
gilmour,1,0,1
ginning,1,0,1
girl,22,1,23
girlfriends,1,0,1
girls,2,1,3
gita,2,0,2
gitmo,2,0,2
give,28,6,34
given,5,0,5
gives,4,1,5
giving,7,1,8
glad,8,2,10
gladly,0,1,1
glands,1,0,1
glaring,1,0,1
glasses,1,0,1
gloating,1,0,1
global,1,0,1
globalist,2,0,2
globalists,1,0,1
glock,1,0,1
glorious,0,0,0
glory,0,0,0
gloss,0,1,1
gloves,1,0,1
gm,1,0,1
go,89,16,105
goal,4,0,4
goalkeeping,1,0,1
goals,0,0,0
goat,3,0,3
god,40,8,48
goddamn,1,0,1
goddess,2,0,2
godless,2,0,2
gods,0,0,0
godsend,1,0,1
goers,1,0,1
goes,7,3,10
goff,2,0,2
gofundme,0,0,0
going,83,14,97
golan,1,0,1
gold,1,0,1
golden,1,0,1
goldsmith,0,0,0
goldy,0,0,0
golf,2,0,2
golfing,1,0,1
gon,1,0,1
gone,8,0,8
gonna,20,2,22
gonzalez,1,0,1
goo,1,0,1
good,84,15,99
goodby,0,0,0
goodell,2,1,3
goodest,0,1,1
goodness,1,0,1
goodwin,1,0,1
goofball,1,0,1
google,2,1,3
googlecide,0,0,0
googlesplaining,0,0,0
goonies,1,0,1
goons,1,0,1
goose,2,0,2
gop,14,7,21
goper,1,0,1
gor,0,0,0
gordon,3,0,3
gore,3,0,3
gorgeous,2,0,2
gorsuch,1,0,1
gosh,0,1,1
gospel,0,0,0
got,37,11,48
gotcha,1,0,1
gotta,7,0,7
gov,2,3,5
goverment,1,1,2
govern,0,0,0
government,18,11,29
governments,1,1,2
governor,2,0,2
govoner,0,0,0
govt,1,2,3
gps,1,0,1
graaawrl,1,0,1
grab,6,1,7
grabbed,2,0,2
grabber,2,0,2
grabbers,1,0,1
grabbing,3,0,3
graced,1,0,1
graces,1,0,1
gracious,1,0,1
grade,2,0,2
grader,1,0,1
grades,0,0,0
graffiti,0,0,0
graham,2,0,2
grammar,1,0,1
grand,0,2,2
grandfather,0,1,1
grandmother,1,0,1
grandstanding,0,0,0
grandstands,1,0,1
grannies,0,0,0
granny,1,0,1
grant,1,1,2
granth,1,0,1
grapple,0,0,0
grasp,0,0,0
grasping,1,0,1
grateful,1,1,2
grave,0,1,1
graves,1,0,1
gravy,1,0,1
greasy,2,0,2
great,36,5,41
greater,1,0,1
greatest,2,0,2
greatly,0,0,0
greatness,1,0,1
greats,1,0,1
greed,1,0,1
greedy,2,0,2
green,1,0,1
greenhouse,0,0,0
greenish,0,0,0
gregg,1,0,1
grew,2,1,3
grid,1,0,1
grief,1,0,1
grieving,2,0,2
griffin,1,0,1
grim,1,0,1
grins,1,0,1
grip,2,0,2
grips,1,0,1
grocery,1,0,1
grok,0,0,0
grop,1,0,1
groped,2,0,2
groper,0,0,0
groping,0,0,0
gropy,0,0,0
gross,3,0,3
grotesquely,1,0,1
ground,3,1,4
grounds,1,0,1
group,3,5,8
groups,3,0,3
groveled,1,0,1
grow,2,0,2
growing,2,0,2
grown,5,0,5
growth,3,0,3
grubbing,0,0,0
gruber,1,0,1
grudge,1,0,1
gt,4,2,6
gtfo,2,0,2
gtmo,1,0,1
guarantee,1,0,1
guard,0,0,0
guess,13,2,15
guesses,0,0,0
guessing,1,0,1
guests,1,1,2
guidance,1,0,1
guide,0,1,1
guided,3,0,3
guillotines,0,1,1
guilt,1,0,1
guilty,13,1,14
gullible,2,0,2
gullibles,1,0,1
gum,1,0,1
gun,188,85,273
gungrabber,1,0,1
gunna,2,0,2
gunned,2,0,2
gunrights,1,0,1
guns,18,10,28
guterriz,1,0,1
gutierrez,5,0,5
gutierries,1,0,1
gutless,2,0,2
guts,2,0,2
guy,46,7,53
guys,7,2,9
gvt,0,0,0
gypsy,1,0,1
gz,1,0,1
ha,6,0,6
haa,1,0,1
haaaaaa,1,0,1
habits,1,0,1
hack,5,0,5
hacked,1,1,2
hackers,0,0,0
hacks,0,0,0
had,49,6,55
hadn,0,0,0
haha,4,2,6
hahaha,3,0,3
hahahah,1,0,1
hahahaha,0,0,0
hahahahaha,1,1,2
hahahahahaha,1,0,1
hahahahahahahaha,1,0,1
hahahahahha,1,0,1
hair,4,1,5
haiti,0,0,0
half,14,3,17
hall,2,1,3
hallmark,1,0,1
hallo,1,0,1
halper,1,0,1
halt,0,0,0
hammer,3,0,3
han,1,0,1
hand,12,3,15
handbook,0,0,0
handcuffs,1,0,1
handed,2,0,2
handguns,1,0,1
handing,1,0,1
handle,3,1,4
handled,1,0,1
handlers,0,0,0
handling,3,0,3
handouts,0,0,0
hands,6,1,7
hang,7,0,7
hanging,1,0,1
hank,1,0,1
hannity,3,0,3
hans,0,1,1
happen,11,2,13
happened,16,5,21
happening,7,1,8
happens,4,1,5
happily,1,0,1
happy,7,1,8
harass,1,0,1
harassed,1,1,2
harassing,1,0,1
harassment,3,0,3
hard,15,2,17
hardball,0,1,1
hardcore,3,0,3
harden,2,0,2
harder,1,0,1
hardly,1,0,1
hardy,1,0,1
harm,0,1,1
harmed,0,0,0
harmless,1,0,1
harms,2,0,2
harrasses,0,0,0
harris,3,0,3
harrowing,1,0,1
harvey,0,0,0
harwood,1,0,1
has,157,23,180
hasenpfeffer,0,1,1
hasn,1,0,1
hasten,1,0,1
hasty,1,0,1
hat,5,0,5
hatch,2,0,2
hate,37,11,48
hated,5,1,6
hateful,6,0,6
hater,1,0,1
haters,0,3,3
haterz,1,0,1
hates,6,0,6
hating,2,0,2
hatred,8,1,9
hats,1,0,1
haul,1,0,1
hav,0,0,0
havana,0,0,0
have,260,38,298
haven,1,0,1
havent,0,1,1
havin,1,0,1
having,12,2,14
haw,0,1,1
hawaii,0,0,0
hayes,1,0,1
hazel,1,0,1
hc,1,0,1
he,880,55,935
head,22,2,24
headed,3,0,3
heading,1,0,1
headline,1,0,1
heads,4,1,5
healer,1,0,1
healing,0,0,0
health,3,2,5
healthcare,3,1,4
healthy,1,1,2
hear,21,0,21
heard,7,2,9
hearing,7,1,8
hearings,4,0,4
hears,1,1,2
heart,7,1,8
heartbeat,0,0,0
hearted,1,1,2
hearts,0,0,0
heats,1,0,1
heaven,1,0,1
heavens,0,0,0
heavier,0,1,1
heavily,0,0,0
heavy,0,0,0
heck,1,0,1
heifer,1,0,1
height,1,0,1
heightened,0,0,0
heights,1,0,1
heil,1,0,1
heinz,0,1,1
held,7,1,8
helen,1,0,1
hell,29,5,34
hells,1,0,1
helmet,1,0,1
help,34,6,40
helped,2,0,2
helpful,0,0,0
helping,6,2,8
helpless,0,1,1
helpmto,1,0,1
helsinki,1,0,1
henderson,0,1,1
henny,1,0,1
henry,2,0,2
her,269,14,283
here,33,8,41
heritage,0,1,1
herman,1,0,1
hermann,0,1,1
hernandez,1,0,1
hero,2,0,2
heroic,1,0,1
heroics,1,0,1
heros,0,0,0
hers,1,0,1
herself,13,1,14
hes,5,0,5
hey,8,2,10
hi,2,0,2
hid,1,0,1
hidden,0,0,0
hide,6,2,8
hideous,1,0,1
hides,1,0,1
hiding,8,0,8
hierarchy,0,2,2
high,13,4,17
higher,5,1,6
highest,3,2,5
highlights,0,1,1
highly,0,2,2
highschool,0,0,0
highway,1,0,1
hijack,0,0,0
hijinx,0,0,0
hilarious,3,4,7
hilariously,0,0,0
hilary,2,0,2
hill,3,0,3
hillary,12,1,13
hillbillies,2,0,2
hilliary,1,0,1
hills,0,0,0
him,133,20,153
himself,27,4,31
hind,0,0,0
hinder,0,0,0
hindu,1,0,1
hinduphobia,1,0,1
hindus,1,1,2
hint,0,1,1
hippie,2,0,2
hire,0,0,0
hired,2,0,2
hires,1,0,1
his,229,27,256
hispanic,2,0,2
hispanics,0,0,0
historical,1,1,2
historically,0,0,0
history,15,2,17
hit,18,5,23
hitlary,1,0,1
hitler,2,1,3
hitman,1,0,1
hitter,1,0,1
hitting,1,1,2
hiv,1,0,1
hmm,0,1,1
hmmm,2,1,3
hmmmm,0,0,0
hmu,1,0,1
ho,0,0,0
hoax,2,0,2
hobag,0,0,0
hockey,1,0,1
hog,1,1,2
hogg,1,0,1
hol,2,0,2
hold,9,1,10
holder,21,4,25
holders,0,0,0
holding,2,3,5
hole,9,1,10
holes,1,0,1
holiday,1,0,1
holland,1,0,1
hollering,1,0,1
holliday,1,0,1
hollyweird,2,0,2
hollywood,1,3,4
holocaust,0,0,0
holt,0,0,0
holy,14,1,15
home,20,3,23
homeless,2,0,2
homeowner,0,0,0
homer,1,0,1
homes,2,0,2
hometown,1,0,1
homework,1,0,1
homicide,2,1,3
homicides,2,1,3
homies,1,0,1
homophobes,0,0,0
homophobia,0,0,0
homophobic,0,0,0
homosexual,0,0,0
homosexuality,1,0,1
honest,3,2,5
honestly,8,0,8
honey,1,0,1
honked,1,0,1
honor,1,0,1
honorable,3,0,3
hoo,1,0,1
hood,5,0,5
hooded,1,0,1
hoods,2,1,3
hook,2,1,3
hooked,0,1,1
hooks,0,0,0
hooo,0,0,0
hope,37,5,42
hopefully,5,0,5
hopelessly,1,0,1
hoping,4,1,5
hoppe,0,1,1
hopping,0,0,0
horrendous,0,0,0
horrible,11,3,14
horrid,1,0,1
horrifically,0,0,0
horrifying,1,0,1
horrorland,0,0,0
horrors,0,0,0
horse,1,0,1
horses,0,0,0
horwath,0,0,0
hospital,2,2,4
hostage,1,0,1
hostile,1,0,1
hosting,1,0,1
hosts,0,0,0
hot,10,0,10
hotdogs,0,1,1
hotel,2,1,3
hottest,1,0,1
hotties,1,0,1
hour,1,1,2
hourglass,0,0,0
hourly,1,0,1
hours,0,0,0
house,12,2,14
houseguest,1,0,1
housemate,1,0,1
houses,1,0,1
housing,1,2,3
how,153,28,181
however,3,1,4
howitzer,0,0,0
hows,0,0,0
hq,1,0,1
hrc,4,0,4
hrgggg,1,0,1
hs,1,1,2
hshshahhsjjjsjsjs,1,0,1
hste,1,0,1
hubby,2,0,2
hubris,0,0,0
huckabee,0,0,0
huge,4,0,4
huh,0,0,0
human,23,0,23
humane,1,0,1
humanitys,0,0,0
humans,1,0,1
humiliated,2,0,2
humiliating,0,1,1
humor,2,0,2
humour,1,0,1
hun,1,0,1
hundred,0,1,1
hundreds,1,1,2
hung,1,0,1
hungary,1,0,1
hungry,1,0,1
hunnid,1,0,1
hunt,1,0,1
hunted,2,0,2
hunter,1,0,1
hunters,1,0,1
hunting,1,0,1
hunts,0,1,1
hurled,1,0,1
hurricane,12,1,13
hurricanes,2,0,2
hurry,1,0,1
hurt,14,1,15
hurtful,1,0,1
hurting,1,1,2
hurts,4,0,4
husband,7,3,10
hush,0,1,1
hussein,0,0,0
hussle,1,0,1
hws,1,0,1
hy,1,0,1
hype,3,0,3
hyping,1,0,1
hypocrisy,3,3,6
hypocrite,14,0,14
hypocrites,2,1,3
hypocritical,4,0,4
hypothetical,1,0,1
hysteria,1,0,1
hysterical,1,0,1
hyt,0,0,0
ia,1,0,1
iannello,1,0,1
ib,1,0,1
ice,3,0,3
icon,2,0,2
idaho,1,0,1
idc,1,0,1
idea,9,1,10
ideals,0,0,0
ideas,4,1,5
identify,2,0,2
identity,1,0,1
ideology,4,1,5
idio,1,0,1
idiocy,0,1,1
idioms,1,0,1
idiot,49,0,49
idiotic,2,1,3
idiots,7,0,7
idk,7,0,7
idol,1,0,1
idolatrous,0,1,1
ids,0,0,0
if,189,35,224
ifu,1,0,1
ig,0,0,0
ignorance,7,1,8
ignorant,20,0,20
ignore,8,1,9
ignored,3,0,3
ignoring,0,1,1
iguanas,0,0,0
ik,1,0,1
ikkk,1,0,1
ikr,1,0,1
ilk,1,0,1
ill,8,0,8
illegal,7,1,8
illegally,1,0,1
illegals,1,2,3
illegitimacy,0,0,0
illegitimate,1,0,1
illigal,0,1,1
illinois,0,1,1
illios,1,0,1
illiterate,1,0,1
illllegal,0,0,0
illness,1,1,2
illogical,1,0,1
ily,1,0,1
im,23,2,25
ima,1,0,1
image,2,0,2
imaginary,2,0,2
imagine,11,2,13
imagined,1,0,1
imagines,0,0,0
imagining,0,0,0
imbalanced,0,0,0
imbecild,1,0,1
imbecile,1,0,1
imho,1,0,1
imma,1,0,1
immature,3,0,3
immaturity,1,0,1
immediarely,1,0,1
immediate,2,0,2
immediately,2,0,2
immigrant,2,0,2
immigrants,3,1,4
immigrantsilegals,0,0,0
immigration,2,1,3
immoral,0,1,1
immortal,1,0,1
imo,3,0,3
imp,0,0,0
impacted,1,0,1
impart,1,0,1
imparting,1,0,1
impatient,0,0,0
impeach,2,0,2
impeachable,0,0,0
impeached,2,0,2
impeachment,0,0,0
impeccable,1,0,1
impenetrable,0,0,0
imperative,1,0,1
implant,1,0,1
implausible,0,0,0
implement,0,1,1
implemented,0,1,1
implies,0,0,0
imploding,1,0,1
implying,0,0,0
important,5,0,5
imposed,1,0,1
imposing,0,0,0
impossible,1,0,1
imposters,0,0,0
impoverished,1,0,1
impressive,1,0,1
improve,1,0,1
improved,0,0,0
in,476,99,575
inability,1,1,2
inaction,1,0,1
inadequate,1,0,1
inadmissible,0,0,0
inanimate,0,0,0
inappropriate,1,0,1
inbred,1,0,1
incapable,5,2,7
incarcerated,1,0,1
incarnate,3,0,3
inch,1,1,2
incident,0,2,2
incidents,0,0,0
inciting,1,1,2
incl,1,0,1
inclined,1,0,1
includes,2,0,2
including,5,1,6
income,2,0,2
incomes,1,0,1
incompetency,1,0,1
incompetent,5,0,5
inconsistent,1,0,1
increase,3,1,4
increased,1,0,1
increases,0,0,0
increasingly,0,0,0
incredible,2,0,2
incredibly,2,0,2
inculcate,1,0,1
indeed,4,0,4
independence,0,1,1
independent,1,0,1
independents,1,0,1
india,3,2,5
indian,0,0,0
indiana,0,1,1
indicates,1,0,1
indication,1,0,1
indicators,1,0,1
indicted,2,0,2
indifferent,0,1,1
individual,4,0,4
individuals,1,0,1
indoctrinated,0,0,0
indoctrinating,1,0,1
indonesia,1,0,1
induced,0,0,0
inducing,1,0,1
industries,0,0,0
industry,1,0,1
ine,1,0,1
ineffective,2,0,2
inept,1,0,1
inevitable,1,0,1
inexcusable,1,0,1
inexperienced,0,0,0
infertile,1,0,1
infiltration,1,0,1
inflict,0,0,0
inflicting,0,0,0
inflicts,1,0,1
influences,1,0,1
influencing,1,0,1
influential,1,0,1
info,4,2,6
inform,0,1,1
information,2,0,2
infringed,0,0,0
infringing,0,0,0
infuriating,0,0,0
ing,1,0,1
inherently,0,0,0
iniated,1,0,1
injecting,0,1,1
injured,1,2,3
injury,1,0,1
injustice,2,0,2
injustices,1,1,2
inmate,1,0,1
inmates,0,1,1
inna,1,0,1
inner,1,0,1
innocence,1,0,1
innocent,10,3,13
innuendoes,0,0,0
inquiring,0,0,0
insane,5,2,7
insanity,1,1,2
insecure,1,0,1
insecurities,1,0,1
inside,2,0,2
insist,1,0,1
inspiring,0,0,0
inspo,1,0,1
insta,1,0,1
installation,0,0,0
installed,1,0,1
installing,0,0,0
instance,0,0,0
instances,0,0,0
instant,1,0,1
instantly,0,0,0
instead,11,5,16
instigating,1,0,1
instituted,0,0,0
institution,1,0,1
institutions,1,0,1
insult,1,0,1
insulting,2,1,3
insults,0,0,0
insurance,1,0,1
insures,0,0,0
integrity,1,0,1
intel,1,0,1
intellectual,4,0,4
intellectuals,1,0,1
intellegence,1,0,1
intelligence,3,0,3
intelligent,3,0,3
intended,0,0,0
intent,0,1,1
intention,2,1,3
intentionally,1,0,1
intentions,1,0,1
interest,3,1,4
interested,1,0,1
interesting,1,1,2
interests,1,1,2
interim,1,0,1
internalized,1,0,1
international,2,1,3
internet,3,1,4
internment,0,0,0
interrupt,1,0,1
interrupting,1,0,1
interrupts,1,0,1
interview,7,0,7
interviewed,0,0,0
interviews,0,1,1
inthe,2,0,2
intimidate,0,0,0
intimidation,1,1,2
intitled,0,0,0
into,32,6,38
intolerant,0,1,1
introduced,1,0,1
introduces,0,1,1
introducing,0,0,0
intrusion,0,1,1
invaders,0,0,0
invading,0,0,0
invasion,0,1,1
inventive,0,0,0
investigate,5,0,5
investigated,4,1,5
investigates,1,0,1
investigation,4,2,6
investigations,3,0,3
investigative,0,0,0
investment,0,1,1
investors,0,0,0
invisible,1,0,1
invite,1,0,1
invited,1,0,1
invites,1,0,1
inviting,1,0,1
involve,1,0,1
involved,5,0,5
involves,1,0,1
iowa,1,0,1
ipad,1,0,1
iphone,0,2,2
iq,5,0,5
ira,1,0,1
iran,11,0,11
iranian,2,0,2
iranians,1,0,1
ireland,0,2,2
ironic,2,0,2
ironically,1,0,1
irony,0,1,1
irrationality,0,0,0
irredeemable,0,0,0
irrelevant,4,0,4
irresponsible,4,0,4
irreversibly,1,0,1
irritating,1,0,1
irs,1,1,2
is,1517,187,1704
isaac,1,0,1
ish,1,0,1
isis,1,3,4
islam,0,1,1
islamic,0,0,0
islamophobe,1,0,1
islamophobia,0,0,0
island,1,0,1
islands,1,0,1
isn,15,2,17
isnt,1,1,2
israel,4,1,5
israeli,1,1,2
issue,13,1,14
issues,7,1,8
it,502,108,610
italian,3,0,3
italians,0,1,1
itch,1,0,1
its,34,8,42
itself,1,1,2
ittabloid,0,1,1
iv,1,0,1
ivan,0,1,1
ivana,0,0,0
ivanka,1,0,1
ive,2,0,2
iwas,1,0,1
ix,1,0,1
iya,1,0,1
jack,0,0,0
jacked,0,0,0
jackets,1,0,1
jacks,1,0,1
jackson,1,0,1
jaclyn,1,0,1
jag,1,0,1
jahs,1,0,1
jail,19,1,20
jailed,1,1,2
jam,1,0,1
james,1,0,1
jamie,1,0,1
jane,2,0,2
japan,0,0,0
jared,1,0,1
jarrett,2,0,2
jaws,3,0,3
jay,3,0,3
jazzy,0,0,0
jd,1,0,1
jdkdkdd,1,0,1
jealous,3,0,3
jean,1,0,1
jeans,1,0,1
jeff,5,2,7
jefferson,1,0,1
jehovah,0,0,0
jeopardy,3,0,3
jeremy,1,0,1
jerk,3,0,3
jerkoff,1,0,1
jerks,0,1,1
jerry,6,0,6
jersey,2,0,2
jerusalem,0,0,0
jess,1,0,1
jesse,1,0,1
jester,0,0,0
jesuit,0,1,1
jesus,5,2,7
jet,1,0,1
jewish,1,0,1
jews,0,0,0
jhdsfhjsg,1,0,1
jihadi,1,0,1
jihadist,0,0,0
jihoons,1,0,1
jill,1,0,1
jim,1,0,1
jimmy,1,0,1
jisoo,1,0,1
jk,1,0,1
jmatt,1,0,1
jmo,2,0,2
jo,1,0,1
joan,1,0,1
job,32,4,36
jobless,1,1,2
jobs,6,4,10
joe,11,0,11
jogging,1,0,1
john,6,2,8
johnson,2,0,2
join,2,0,2
joining,1,0,1
joint,0,1,1
joke,8,2,10
jokes,4,1,5
joking,2,0,2
jolie,0,0,0
jolt,1,0,1
jon,1,0,1
jones,3,1,4
jordan,1,0,1
jose,0,0,0
joseph,1,0,1
josh,1,0,1
journalism,3,0,3
journalist,3,0,3
journalistic,0,0,0
journalists,1,1,2
journos,0,0,0
joy,1,0,1
jpm,0,0,0
jr,6,0,6
js,1,0,1
jsjdhkdfhjfkfkhsjdhd,1,0,1
juan,4,0,4
juanita,1,0,1
judge,22,1,23
judged,1,0,1
judgement,1,0,1
