,text,target
5890,@USER Wow...not even his supporters can do the math and see that he is not right for this country. Well his supporters cant do math either,1.0
5891,@USER If he doesnt want to face the responsibility for his actions then he is in the wrong job. That is without taking into account him being a bit shit... #AVFC #BRUCEOUT,1.0
5894,@USER and sometimes these edgy bitch boys are not secretly soft (good trope!!) they are just straight up.... abusive..... this is a very thin line to walk and dramione doesn't walk it well,1.0
5896,@USER @USER @USER Way to go David👍 I love it when someone can send the liberals into a tessyfiy in the morning. Keep up the fight. 🇺🇸🇺🇸🇺🇸,1.0
5898,@USER Perhaps FBI etc. Should look into Orrin Hatch closet and investigate what he is hiding Sex Offenders always stick together,1.0
5904,#FarRight #Psychopath @USER #Leader @USER will now use the #invisible #press #created #catkiller as #excuse to bring back #FoxHunting if she's not gone by #Christmas #AnimalCruelty #ToriesOUT #NoConfidence #CrimeSyndicate #GE2018 #CriminalsOutofNumber10,1.0
5906,@USER The mother never moved I think I would have at least moved a arm a leg I mean something she is a idiot. Why wasn’t she watching for car geeezzz and the other idiot in the car he/she is blind,1.0
5907,@USER @USER she is a zombie.,1.0
5908,@USER @USER @USER I think it is a safe bet that Donald is clueless on everything because he is ignorant &amp; lies so much. Ivanka knows everything &amp; will flip on all of them to save her treasonous ass.,1.0
5909,@USER Looks like conservatives made a back room deal with her as they are best known for always playing dirty divisive politics,1.0
5912,@USER Its amazing that these DemoRats are elected to any public office! Their total disregard of the US Constitution and due process is abhorrent. They hung this woman out to dry and the woman refuses to come foward and its the Conservatives fault,1.0
5917,@USER He too is afraid his backstabbing deeds will be discovered and made public undermining the entire farce of the Obama administration,1.0
5922,@USER Medically treat  the addict and the mentally ill gun shooter for the medical cause 1st then no need for a wall or further gun control,1.0
5923,@USER Lol you are so tight 😂,0.0
5927,@USER @USER @USER @USER @USER What does it matter who I vote for..it’s the left who pushes for gun control yet portrays black men in music vids as violent gun “users”..stfu! Lmao sleeping fools,1.0
5933,@USER CNN is trash and everyone that has a brain knows it!,1.0
5936,@USER Please watch the story of Welles Crowther. He is a hero.  You are simply an asshole. Be ashamed,1.0
5939,@USER She is such a witch.  All she needs is a broom,1.0
5949,@USER @USER These conservatives are selfish and self serving. This isn’t the “Trudeau plan”. The Liberals are working with Conservatives like Mulroney and Ambrose to solve this. It’s not a partisan issue.,1.0
5950,#MeTooMovement has become a far left liberal political machine ran by feminist hacks that hate all men and conservatives. #Trump #MAGA #KavanaughConfirmationHearings,1.0
5953,@USER And with right wingers its about white supremacy and neo naziism ? Right?,1.0
5956,@USER Its like saying the brown shirts afe better than nazis because they pretended to be socialists.,1.0
5960,@USER Wtf have I missed here. My account was hacked and just got it back up and running. Somebody care to explain what’s going on here.  Am I right in saying that the guy who has been playing live saying he is Dash Berlin aka Jeff ??? So what’s happened ???,1.0
5962,@USER @USER that’s just cause the director a fucking beast but let’s not act like christian bale ever fuck niggas up or had wavy fighting scenes,1.0
5964,@USER @USER @USER would help them but he is in his own sunken place..   @USER  to the rescue ? URL,1.0
5981,@USER you are a hypocritical hack. URL,1.0
5986,@USER @USER @USER Disclaimer: My views do not necessarily reflect the views of our POTUS &amp; all Conservatives: Ladies Charged by Nature to Guard Vagina. URL,1.0
5987,@USER @USER @USER @USER @USER @USER Liberals are so sensitive that they’ll believe the okay sign is racist 🤣😂🤣 URL,1.0
5991,@USER @USER bitch i know u see the rainbow inna bio😂,1.0
5995,@USER And people still buy their shit. Why?,1.0
5997,@USER If he’d just said “give me a lawyer asshole” they’d have given him Dershowitz.,1.0
6001,Business is business. I love this story. URL,0.0
6004,@USER @USER Things had Become Easy For  Liberals During The Obama Administration (Liberals are Screaming: DAMN TRUTH I mean TRUMP)!,1.0
6007,@USER Liberals are claustrophobic? 😬,1.0
6015,@USER @USER @USER It's difficult to talk to liberals like you with a serious mental disorder read the book by Michael Savage Liberalism is a Mental Disorder check it out on Amazon,1.0
6017,@USER Holder is a complete corrupt scum bag. I remember when he announced his is part of the resistance. Which means he want to resist the people who voted for Trump. Can U imagine the people he would have hunted down and prosecuted if this happened to bone head obama,1.0
6018,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Anarchists are left wing extremists. They stand with antifa.,1.0
6019,"@USER @USER @USER You are hilarious!  You keep defending that woman.  I have watched her for over 20 years and she is a liar and a hypocrite and an obstructionist.  I like my crumbs"".  She needs people like you to support her though.""",1.0
6021,@USER Ur fucken fake. I’m a fucken prize.,1.0
6024,@USER we bout to start stepping out lol I ain’t doing another winter with no boo bro. Shit cold .... literally,0.0
6029,@USER If Kerry clown is actually doing it and admits he is and it's a crime. Throw his ass in jail. He should be arrested...RIGHT ???,1.0
6030,@USER Democrats are sick! Back off &amp; let our president Trump continue to help all Americans!,1.0
6034,@USER What do u expect from vile violent lying disgusting liberals,1.0
6035,@USER @USER @USER What a crap she is?.......total publicity seeker. Since when  tearing apart The Bhagwad Gita is symbol    of changing India and why Bhagwad Gita .........if u have guts show here tearing apart Kuran and Bible too #Intellectualidiot,1.0
6036,@USER @USER @USER @USER @USER you are indeed an ewu so I won't trade words with you. Anumanu.,1.0
6039,@USER You niggas spend on us and we get used to it. I hate to admit it but half the things my boyfriend does for me I can’t do for myself 😂😂😂,1.0
6041,@USER But the orange preferred to send the hospital boat away and now she is standing empty. It could have saved many people. Fuck@USER,1.0
6043,@USER @USER Worst takes ever.....a blatantly racist cartoon and your attempt at a defense.,1.0
6047,"@USER @USER @USER @USER Politicians talk about racism, Islamophobia, Homophobia, Rape, Drug abuse etc etc......  Do you not understand how fucking sick it is to ask Jess if she's discussed with her children that complete strangers hate"" Mummy.  I hope for your own sake that you are unwell.""",1.0
6051,After all the shit Dez was talking about Jerry and The cowboys he is a fucking clown ass dude if he go back,1.0
6056,@USER @USER What do you expect from a man that claims He is the Christ Vicariously He's a liar and the leader of liar's serving his father the author of all lies.,1.0
6060,@USER @USER @USER @USER @USER not the point ~although it is  a convenient excuse for conservatives to assume if ones against trump then tbey ate for for clinton which is just asinine. 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,1.0
6062,@USER @USER Resign!!! You’re an idiot!!! 🤦‍♂️ URL,1.0
6064,@USER Already pacing you side by side Sir! I think she woke up after the election thinking she could now retire only to be the second biggest loser. She is holding off for hope in the mid-terms and will quit once that one vaporizes like a fart in a hurricane.,1.0
6066,@USER @USER @USER Weak argument considering  -GOP congressmen were shot at a baseball practice -People wearing MAGA hats are routinely attacked -Antifa mobs commit violent acts wearing masks -etc.,1.0
6071,@USER You know we will bitch stop talking like that we gotta paper to get nigga 😎🤟🏽,1.0
6075,#LindaSarsour is #FakeFeminist she's pushing #ShariaLaw and #AntiSemetic and #Liberals are buying it she was born in Brooklyn to #Palestinian parent's whom are #AntiSemetic and #AntiAmerican proves that leopard can't change it's spots.  #PcLiberal #WakeUP URL,1.0
6077,@USER Your bizarre spin attempts fail because no one trusts one sided zealots anymore. The spell is broken. WE THE PEOPLE do not need people like you and your sick idea. Cater to the loony left like your modern brown shirts antifa. Leave normal people alone,1.0
6078,@USER Holder should be removed with a set of tongs and some disinfectant.,0.0
6079,@USER @USER Touché...but wait till he flashes the white supremacist👌🏼sign letting his sound crew know he can hear himself in his ear piece. Heads will roll...🤦🏽‍♀️🤦🏽‍♂️,1.0
6087,@USER @USER Looks like he is urinating in the water,1.0
6089,@USER @USER #MAGA Boy go donate to Trump...he's looking for more GOP suckers like you to cover up his porn stars...shhh don't let his wife know either,1.0
6091,@USER Liberal Dictionary: -Illegal Immigrants: Dreamers -Trump Supporters: Deplorable -MS-13 Killers: Human Beings -Human Beings in the Womb: Not Human Beings -Antifa: Protestors -Law Abiding NRA Members: Terrorists -Bill Clinton: Feminist -Brett Kavanaugh: Predator,1.0
6094,@USER @USER @USER Trump call them very find people so lets talk about groups like Antifa and black life matter people that has form to fight hate groups y’all would like to apply some type of moral equivalency to hate groups and them just like ICE was form to stop illegal immigrants we luv them,1.0
6098,@USER Maybe because you’ve provided a play form for hate groups with no criticism or criticism-lite while bashing antifa with zero analysis,1.0
6099,@USER Because they have a corrupt liberal government that steals from the people. Liberals at work....,1.0
6100,@USER Internet sucks sometime,1.0
6102,@USER yeah but xenoblade sucks,1.0
6109,@USER @USER @USER @USER Did you attend Governor Abbott’s meetings on solving gun problems in school?? I guess not! I did! There were excellent discussions on using guns to protect &amp; defend! What’s your point? You stand for gun control &amp; 90% of Real Texans will not have their guns taken away!!,1.0
6111,@USER @USER @USER @USER You lied you don’t know about the Mulford Act.    URL,0.0
6112,@USER Am I an ass or is it kinda weird Char wore a shirt to wrestle the lesbian? I’m joking....but not really,1.0
6115,@USER Cuz liberals are sick of cnn!!!!,1.0
6119,*screams @ own ass* im not gay you are URL,1.0
6129,@USER Over 30 years worth of background checks under different Presidents and this one slipped through? #KavanaughConfirmation #KavanaughWithdraw #KavanaughSCOTUS #maga,1.0
6141,@USER Hope they're brushed up on their very large negative numbers!,1.0
6144,After the twitter purge was over and black nba twitter changed their accounts back from MAGA white folk URL,1.0
6145,@USER He should bash Trump and that will change... liberals hate Trump more than pedophiles.,1.0
6150,@USER He doesn’t know if he should slam Manifort or suck up to him. He doesn’t know if he should worry about Junior and Kushner or not. He is mad as hell but knows that he can’t just fire Mueller so he is busy puking in the bathroom now that he understands that asset seizure is a thing,1.0
6152,@USER @USER @USER It’s quite apparent she abhorres the constitution.  Stupid woman.  She thinks she is so much better than anyone else.,1.0
6153,@USER @USER @USER @USER do you like/love Louis Farrakhan because he is a racist or an anti Semite? Which one?,1.0
6155,#IJustDontSeeMyself ever supporting strict gun control. #2A #Liberals4Guns #guns #SecondAmendment,1.0
6157,"@USER Feel free to use it. Because unlike your ilk, we do not scream #literalviolence or use dramatic phrases like you are denying my right to exist wahh"". Women like us can take your silliness without crying. Knock yourself out :)""",1.0
6160,@USER He needs to be placed naked in the stocks in Stockholm while the Swedish people Sik heil his backside.,1.0
6162,@USER You don’t get it it all. Women don’t like to come forward because of men like you. When they finally do come forward men LIKE YOU either slut shame them or call them liars. Men LIKE YOU are shy a lot of victims remain silent.,1.0
6167,@USER @USER @USER SHIT I'M SAD!!! 😣,0.0
6168,@USER Destroy America is more the 24/7 chant from ALL democrats including Hillary.,1.0
6172,@USER @USER @USER @USER You are as nasty as he is,1.0
6173,"@USER Why are you liberals, who are so quick to scream I'm a victim"", so clueless as to how our legal system works &amp; which law depts investigate which crimes? Assault crimes are not what the FBI investigates, period. Your ignorance on this matter is glaring &amp; you should be embarassed.""",1.0
6177,@USER @USER HIRE AMERICAN YOU PIECES OF TRASH!!!!! PLEASE!!!!!! AND STOP BANNING CONSERVATIVES ON YOUR PLATFORMS PLEASE!!!!,1.0
6179,@USER @USER How many gun control measures did Republicans shoot down in the House or Senate during Obama’s terms?  (Hint: it’s in the triple digits.) Bordering states with weak gun laws (WI &amp; IN) make it easy for gangs to get guns into Illinois.,1.0
6180,"@USER The Hollywood elites make fun of Republicans, Conservatives, Christians, Jesus, &amp; Ex-crackheads. That's very funny, considering they consist of Democrats, Liberals, Atheists, Satanists, and CURRENT"" Crackheads. And don't forget, the adulterers, pedophiles, and abusers of woman.""",1.0
6187,@USER @USER You missed seeing Pruitt chewing butt all the way to the end. He's all business. I love it,1.0
6188,@USER @USER @USER @USER So if Paul Golding turned up for a job at the BBC you'd let him work for them?,0.0
6192,@USER My friend is involved in the gun control movement-had the same discussion with her. She really believes semi automatic guns aka “ Assault Rifles” spray bullets with one trigger pull. Total ignorance,1.0
6195,@USER He’s a flake ...,1.0
6199,@USER @USER I wonder which one is the Democrat and which is the Republican. The dude is now totally for gun control. 😂,1.0
6200,@USER I AM FUCKING SO FUCKING HAPPY,0.0
6205,@USER HOLY SHIT NO WAY,0.0
6206,@USER He is still eating and talking about p**sy on carter V. Trust me,1.0
6207,@USER @USER @USER Did you just say he? HE has a female name. He is actually a she. Actually get your facts right before making a stupid statement. Everyone knows the game gets stale after a few months and the new DLC makes it interesting again.,1.0
6208,@USER Dude. What the fuck is WRONG WITH YOU?  I sent you a direct tweet to show you how you re-tweet your OWN shit. Then I let it go. Now you want to double down?  Just go back to Whoviille,1.0
6211,@USER Really? Can you show me the studies from countries that have common sense gun control to support your statement. Thx.,1.0
6220,@USER @USER @USER For the love of all things sacred he cannot be voted in. He is well down towrds the bottom of that scummy swamp. The Scales of Justice need to let him drown in his own shit. Make 2018 the year of holding each other accountable for our responsibilities. ☮️❤️🇨🇦👵🏻,1.0
6221,@USER What the actual fuck. I hate that I've seen that with my eyes,1.0
6224,@USER @USER @USER @USER @USER @USER @USER Lolololololololo are u kidding me. The ANTIFA shows up at all protest to stop freedom of speech. Open your eyes. Where did the ANTIFA come from democrats the snake party,0.0
6226,@USER @USER @USER @USER Good grief!  That's a relief!  Now get rid of Antifa.,1.0
6228,@USER No way.... Way too much talent on the Goonies. I’d like to see yall vs them tho real shit my gz.,1.0
6229,@USER He wants his 5 min of fame.,1.0
6234,@USER It sure it here. Those other photos of her were from decades ago. She is a complete Liberal Antifa. She can not be trusted. I don't believe her. Not a whit.,1.0
6236,@USER A Democrat tried to stab a Republican congressman-a Democrat shot congressman Scalise and tried to kill everybody around him-Democrats are beating up Republicans and denying them the right to speak-we know who the Democrats are and they are not Americans,1.0
6240,@USER Omg that’s fucking crazy.,1.0
6243,@USER As if Conservatives didn't hate Sesame St enough,1.0
6244,@USER @USER So glad you are an American! Americans don’t hate....liberals are the true party of hate!,1.0
6246,@USER These niggas getting put on list and straight ass 💀 only niggas I seen good was yoshi patchmade jay and a few more rest are ass 💯,1.0
6248,@USER @USER @USER Oh boy just wait! YOU ARE IN FOR A SURPRISE! Can't believe ANYONE to be that IGNORANT! LMAO!,1.0
6253,@USER #Causality? Is it:  1. Chicago lawmakers instituted strict #guncontrol BECAUSE of high pre-existing crime rate? 2. Crime rate is high BECAUSE strict gun control prevents law abiding citizens to be armed - so only scofflaws have guns? 3. No causality at all. Statistics are #COHORT,0.0
6254,@USER He’s a nut job and to republicans thinking he will support your “let kids be murdered in school” policy he says Emma Gonzalez is his idol who is a gun control advocate so don’t be fooled unless you want liberal policies. (Personally I do but what the hell),1.0
6265,@USER @USER @USER Yeah fuck pogba👍,1.0
6267,@USER @USER You are such a fraud &amp; doing the fight against anti-Semitism an extreme disservice.,1.0
6269,@USER @USER @USER #Brilliant bigotry..,1.0
6272,@USER @USER If I die from him again i might say fuck him and his armor and leave it there in his crypt and never go back lol,1.0
6275,@USER @USER Not supporting trump is the lowest low bar. I’m glad someone doesn’t support trump. It doesn’t make them an ally. There are plenty of conservatives who hate trump who aren’t also pure trash.,1.0
6277,@USER @USER Who are you to judge a man. Is your name Jesus? Why fuss about the words he chose? How many did your Messiah @USER bring home. Stop being a troll and wake up. #MAGA #Qanon #WWG1WGA #Trump #TrustThePlan URL,1.0
6283,@USER WHO FUCKING CARES?!?  He was IN HIS HOME  Some armed cop invaded his home and killed him  She is guilty.  End. Of. Story.,0.0
6284,@USER Suck my dick,1.0
6288,@USER @USER @USER Lol. It’s funny how you assumed I only have those qualifications. Typical black tweep. When they are losing a debate they assume the other party is lower than them. “That’s why you are broke.” “Stay there with your debt.” Yet they’ve never met the person. 😂😂😂😂,1.0
6289,@USER @USER @USER @USER @USER Conservatives never believe women. It’s amazing. You assume lying every single time.  Remembering the exact date of a high-school drinking party is a rather silly thing to expect. Quick - what was the exact date of the one you got drunkest at? And name everyone there?,1.0
6290,@USER Literally Sam is quitting smoking mid competition and obviously having some mood swings from it. She is a fantastic human being and you’re portraying her as shit and portraying JC as a cute little dude when he groped Tyler in his sleep. Shame.,0.0
6293,@USER @USER .@USER you want publicity? Try doing a video apologizing to your fans for kissing trump’s a$$ while burning that maga hat. Puhlease you were just apologizing to drake &amp; posting video of your daughter singing the Kiki song. So stop it. Nobody’s buying this album either URL,1.0
6295,@USER Chuck is a “ DUCK !”,1.0
6297,@USER He is that stupid!,1.0
6298,@USER Who does he think he is the dumb Donald!!!!,1.0
6304,@USER should be thanking her lucky stars that she has never been sexually assaulted or raped when she was a 15 year old girl.  She could hardly deal with a little harassment from Antifa. #NothingLower,1.0
6306,@USER @USER Agreed. I have better ideas: ABC—Let AntiFa beat her to death at a pro-Trump Free speech rally.  1/,1.0
6309,@USER that's fucking gross.,0.0
6315,@USER Reason is he is in a small market on a mediocre team.,1.0
6316,54 concert goers massacred in Fort Worth with 9mm Ruger P89. The NRA calls gun control research 'unethical'.,1.0
6319,9 factory workers gunned down in Iowa City with 20-gauge Winchester pump-action shotgun. The NRA blames gun control laws.,1.0
6322,#NickFerrari seems to be intentionally misleading his viewers?!  Suggesting paedophiles among whites are the same percentage as #Muslims and that we are only angry at one? No Mr Ferrari .. I think not!  #LBC #LBCRadio #MAGA #MCGA #MEGA #MBGA #Conservatives #Patriots URL,1.0
6329,"@USER What is my fucking problem? Really?""  —Jason denys a couple of times. He does not want to behave like an idiot / not again / but he's worried about her.  ""Where is Dick or Bruce? Are not they with you in this?""""",0.0
6330,@USER Low life bitches,1.0
6339,@USER I already knew that ! LMAO 😂 SO stay with us deplorable bigots!! We’re getting ready to fight for our COUNTRY! #WWG1WGA,1.0
6340,@USER @USER @USER then you are a fool too,1.0
6341,@USER Liar!  Set up by far left.  Liberals are so predictable!  Americans are into these empty stupid tactics.  No one believes you!  It’s a politically induced maneuver to attempt to delay the installation of a judge until after midterms.  It won’t work.  No go write your book!,1.0
6349,@USER Yoo our dogs should totally fuck,1.0
6361,@USER you suck so fucking hard that i genuinely want to drop out of school and quit doing art and spend every day of my life destroying another epson printer with a lead pipe. i hate you so much.,1.0
6365,@USER @USER And - on reflection -  I is a sycophantic twat   But that does not mean he is wrong,1.0
6366,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Followed &amp; Retweeted All These Awesome MAGA Patriots! We Must Get Fired Up &amp; get all our people out to vote in November or we will all be in for so much  lawlessness The Dems Are Planning on Bringing Impeachment Proceedings even though there are no impeachable Offenses committed,1.0
6368,@USER @USER @USER @USER @USER here is your boy smoking marijuana and hanging out with a pornstar and escort girl and paying the people that keep her a slave to be his slave. He is insane URL,1.0
6372,@USER @USER @USER @USER @USER @USER @USER @USER @USER You mean like all the Liberals screaming at a SC nomination hearing? That kind of clown show? So tell me since when do accusers get to make demands? This isn't a university misandry board of injustice.,1.0
6376,@USER Boy is that professor stupid or else has a mental illness. He obviously should not be teaching anyone!,1.0
6379,@USER I want to fight one of you for real you are taking the piss URL,1.0
6380,@USER She is disgusting,1.0
6384,@USER He is too bitchy...  And you?! I ask a question and you dont respond    Why would this be 1 way street?,1.0
6386,@USER she’s my bitch,1.0
6389,@USER Bono is utterly stupid ridiculous wealthy tax avoiding hypocrite fascist  I can’t listen to U2 again,1.0
6394,@USER The war on conservatives =ANTIFA,1.0
6397,@USER @USER @USER Maybe Antifa asshats? Those who physically assault others for their political beliefs? Democrats are NO Saints and neither are you!,1.0
6398,@USER Worst place I've experienced that is the fucking movies,1.0
6403,@USER OMG another bigot showing he is basically gutless - sounds much like Donald 😂,1.0
6404,@USER Liberals want to control ppl from cradle to coffin. They'd b happy if ppl avoided all physical/social contact w each other..... they are making us so suspicious of each other. DIVIDE AND CONQUER is their hidden agenda.,1.0
6409,@USER Blame Trump???  U bunch of idiots. Blame the corruption over in PR,1.0
6410,@USER Of course he is offended he is ill due to liberalism!,1.0
6411,@USER @USER You are out of your fucking mind .. NO socialism is good - NO such thing as “Democratic Socialism” You fool,1.0
6426,@USER See his profile? Thinks he is hardcore ....boi 🤔,1.0
6428,"@USER @USER @USER @USER @USER Antifa means anti-fascist"". I'm not sure there is an Antifa organization, but there are millions who are anti-fascist.  Why are you not one of them?""",1.0
6434,4.) Most Disliked Oc- Amai  vs Most Liked Oc- Kira Amai is pretty much a freaking bad daughter. She killed her mum and little brother just to run off with some man.  Kira is a pretty sweet gal who loves her father very much and just loves to be loved! She is also a determined gal,1.0
6435,"@USER You're either a bot or... for some reason you're associated Gavin McInnes with the alt-right""?   Time to find some better news sources, bro? The ""alt-right"" hasn't been relevant since CVille. Your journalists covering #antifa or just focusing on a few harmless conservatives?""",1.0
6438,@USER Can’t we send this pig back to Canada. He’s an animal.,1.0
6441,@USER you never were a slave. Spartacus was a slave and a heroic figure. You are neither.,1.0
6442,@USER We had Leveon Bell. Thats the dumbest argument. But we can compare college for when he played. His best season was 1700 yds 26 TDs. How about Collins? And this is Conners first year starting and he is starting much better than Collins,1.0
6443,@USER @USER Those fucking calves man 🤤,1.0
6445,@USER Religious persecution is bad...  ...when it's your religion being persecuted. URL,1.0
6446,@USER Honestly  The fact he hasn't any legislative power coupled with the fact he is a skilled diplomat sways the balance for me.  Besides the varadkar government pushes that kinda shit anyway president or not.,1.0
6447,@USER @USER He was fucking murdered and all you can talk about is marijuana?,1.0
6459,@USER @USER Trudeau and the metoo movement hahaha. He is on the wrong side there. Funny how questions never went anywhere with Trudeau.,1.0
6461,@USER @USER There's zero evidence of any gaff and it's not their jobs to do any such thing; this is just more hijinx and chicanery from two buffoons that have no platforms or morals. #CONservatives #cdnpoli,1.0
6462,@USER Thank you ! Yes he is so sick 😭,1.0
6464,@USER *he closes his eyes so she won’t notice how groggy he is.*,0.0
6465,.@USER is staffed with unhinged Liberals &amp; @USER  This is a disgusting statement. URL,1.0
6466,@USER @USER @USER @USER By any chance did you sexually assault girls in high school? That would explain why you are so eager to overlook the possibility such a horrid crime &amp; insist on a double-standard which benefits you &amp; the alt-right &amp; back up your justifications wi obvious lies.  I bet I'm right...,1.0
6469,@USER Hope he is enjoying himself while he can🤣,1.0
6472,@USER Yeah my exact thoughts here. Real uphill climb tho to get people to stop saying dumb shit on the internet.,1.0
6473,@USER @USER He is seething!! You can see it in his eyes and hear it in his voice!! Obama was a failed president in every sense of the word! #MAGA #KAG 🚂🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,1.0
6479,@USER Antifa thugs remind me of orcs if they are stupid enough to try and take someones firearm i wouldn't be surprised if its an orc who is thrown in a dumpster,1.0
6480,@USER @USER The FASCISTS are Anti-American Communist Scum like yourself!! Now go Fuck Yourself you piece of human garbage!! USA #MAGA  ANTIFA are Terrorists,1.0
6481,@USER She will be remembered as the witch that used her genitalia to make a false claim against a good man b/c  she is a die-hard democrat that hates republicans so much.  She is willing to ruin a good mans name all in the name of power.  Democrats are crying wolf way too many.,1.0
6482,@USER Brennan is a disgrace-without a clearance 😃,1.0
6483,@USER @USER Is that the only attorney general in our history to be held in contempt????,1.0
6484,ANTIFA is a domestic terrorist organization that leeches off of George Soros's money. They are a domestic terrorist organization that uses intimidation &amp; violence to spread their ideology.,1.0
6486,@USER no one attacked Kavanope!! We are allowed to question  liars.  He is secretive and He lied under oath. What more do you need?,1.0
6488,@USER @USER Rubio sat through a 2-hour town hall in February answering questions from the public about gun control from people whose friends and children had just been murdered. That takes more courage than grandstanding and lying in a stupid hearing.,1.0
6489,@USER @USER @USER We all know it’s not even close to bribery. She’s using that term to defend her disgusting and disgraceful decision to vote with her party over the American people. I have to wonder how much she is getting paid for the yes vote.,1.0
6491,@USER @USER Another Democrat scam.  Republicans don't fund terrorist groups like ANTIFA to threaten people.  ...but go ahead make it look real,1.0
6495,@USER This is a premeditated attack by Democratic liberals and she is being rehearsed. Enough of the scam show. Vote Kavanaugh to SC.,1.0
6500,@USER Evidently she's as big a narcissist as he is.,1.0
6501,@USER @USER Great and I’m certainly anti fascist but  the group antifa is the most fascist and violent groups in America in case you hadn’t noticed and associated with the largest hate group in America the democratic party,1.0
6506,@USER Watched the press conf with Trump and heard him say how much we will make when Poland pays us to put in a military base. He is a dottering demented fool who really believes that his goal is for America to make money. You hear it in all he says. This isn’t a hotel.,1.0
6510,@USER @USER SHE IS A FUCKING MESS!! I HATE HER SO MUCH,1.0
6512,@USER @USER  ERIC HOLDER IS A FILTHY MAGGOT. URL,1.0
6513,@USER @USER Yeah and guess what helped DC become Not the Murder Capital of the World?  Gun control! It works!,1.0
6515,"Probably indoctrinating"". #MAGA URL",1.0
6516,Shame on @USER @USER @USER @USER @USER and all the rest of the left wing media that are not doing their jobs and purposely looking the other way. This is the best example yet of their #FakeNews bias. #MAGA #WalkAway from the bias and corruption of the left. URL,1.0
6525,@USER @USER What a waste of one’s short life.🤷🏻‍♂️🇺🇸,1.0
6527,@USER I am definitely for antifa members getting themselves killed.,1.0
6528,@USER @USER  It says everything. When your principles hang on the fraudulent word of a porn performer. What integrity have you got left?,1.0
6529,@USER Bigly....lol.....bigly? He didnt won...he was elected by the people of the united states ahole...what he'll are you referring to? Antifa fools that get their asses kicked...vagina hats..lol pathetic ass,1.0
6530,@USER @USER I am talking about your comment that Nick was a fascist...   Brittany means nothing to me.   So like I said are you Antifa?,1.0
6531,@USER The facts of the matter are very plain &amp; basic. This has never happened before in recorded history or on other similarly hit islands in the area. The fact it happened on Donald Trump's watch is unsurprising. He did not support them. He is an abject failure and should be dismissed,1.0
6533,@USER @USER No Kim you are a failure and your whole life has been,1.0
6538,@USER @USER @USER Bad people don’t obey the law. There are many more guns in circulation in North America than there are people. Gun control is liberal mind masturbation.,1.0
6539,@USER True point.  Gun control is total bullshit.,0.0
6542,@USER Ooooo Damn! Looks like a Rainbow! All Pretty And Shit!,1.0
6544,@USER @USER Just like gun control will not keep guns from the hands of criminals....,1.0
6546,@USER Why is she under the white hot spotlight?...SHE IS the victim of this Trump like abusive animal... #StopKavanaughNow,1.0
6552,@USER MAGA= Mushrooms are growing again,1.0
6555,@USER @USER You are whoring yourself out for NRA $$!,1.0
6557,@USER Absolutely NFW.,0.0
6558,@USER @USER You nailed that ass,1.0
6562,The only reason they call them common sense is because they don't know what they want and are just hopping on the bandwagon. #MAGA #2ADefenders #TrumpTime URL,1.0
6567,A bitch just be minding her business 💁🏽😂,1.0
6569,@USER Another Fraud Senator from the Left!!!,1.0
6570,@USER @USER When the abuser projects... Look in the mirror Mark - you are crazy &amp; angry.,1.0
6571,"@USER @USER @USER @USER @USER @USER @USER @USER @USER So the AR-15 is a fully semi-automatic assault rifle,"" gun control works, and Donald Trump is racist?""",1.0
6572,@USER A dying sport,0.0
6573,@USER @USER @USER God forbid construction workers would be able to earn a decent wage. Liberals want the working class poor and quiet.,1.0
6574,@USER Yet this kids in chicago killing each other daily cause u doing so much good in your home state with gun control right?,1.0
6575,@USER I am a survivor of sexual abuse. This woman is obviously lying. Believe me you remember every detail. It's so obvious these woman only come forward to hurt conservatives. But who they truly are hurting is innocent men and women who really have been abused. She should be ashamed!,0.0
6584,@USER @USER @USER   Do not CANCEL the vote on Kavanaugh. Do not fall prey to the lying filthy liberals.  Tell Flake to shut up.  America is sick of this BS from the left!,1.0
6585,@USER The Democrats do not care ...they are out to destroy ..does not matter just so they are Republicans &amp; Conservatives ⁉️,1.0
6586,"@USER A band of liars Eric has a big L"" on his forehead.  He is so disgusting.  Who votes for these people or don't they really, it has to be rigged.""",1.0
6588,"@USER Better Call Cruz"" is as slimy a piece of the perverted former GOP and a prime example of why those used to be decent Republican Conservatives  need to  VOTE For BETO""",1.0
6589,@USER Joe Scarborough still hasn't answered for the young woman that was found dead on his office. He is s lying chickenshit.,0.0
6594,@USER You are a bad ass! Keep fighting for us 💕,1.0
6595,@USER @USER @USER Check this ad out. Super creepy  People are pointing out a disturbing problem with this Republican election ad URL,1.0
6597,@USER Bitch I know. My body is ready 😂,1.0
6600,@USER @USER Even Kavanaugh said Roe v Wade is a settled law. She is spewing a narrative that does not exist. Trump also said the same.,1.0
